age,workclass,marital_status,occupation,race,sex,native_country,income
45-49,Private,Divorced,Sales,White,Female,United-States,0
45-49,Private,Divorced,Sales,White,Female,United-States,0
45-49,Private,Divorced,Sales,White,Female,United-States,0
45-49,Private,Divorced,Sales,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-44,Private,Divorced,Exec-managerial,White,Female,United-States,1
49,Private,Divorced,Exec-managerial,White,Female,United-States,0
49,Private,Divorced,Exec-managerial,White,Female,United-States,0
49,Private,Divorced,Exec-managerial,White,Female,United-States,1
50,Private,Divorced,Exec-managerial,White,Female,United-States,1
50,Private,Divorced,Exec-managerial,White,Female,United-States,0
50,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,1
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
40-44,Private,Divorced,Nontechnical,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,1
46,Private,Divorced,Exec-managerial,White,Female,United-States,0
46,Private,Divorced,Exec-managerial,White,Female,United-States,0
46,Private,Divorced,Exec-managerial,White,Female,United-States,0
47,Private,Divorced,Exec-managerial,White,Female,*,0
47,Private,Divorced,Exec-managerial,White,Female,*,0
47,Private,Divorced,Exec-managerial,White,Female,*,0
47,Private,Divorced,Exec-managerial,White,Female,*,0
48,Private,Divorced,Exec-managerial,White,Female,United-States,0
48,Private,Divorced,Exec-managerial,White,Female,United-States,0
48,Private,Divorced,Exec-managerial,White,Female,United-States,0
48,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Sales,White,Female,United-States,1
50-54,Private,Divorced,Sales,White,Female,United-States,0
50-54,Private,Divorced,Sales,White,Female,United-States,0
50-59,Private,Divorced,Sales,White,Female,United-States,0
50-59,Private,Divorced,Sales,White,Female,United-States,0
50-59,Private,Divorced,Sales,White,Female,United-States,0
50-59,Private,Divorced,Sales,White,Female,United-States,0
50-59,Private,Divorced,Sales,White,Female,United-States,0
50-59,Private,Divorced,Sales,White,Female,United-States,1
50-59,Private,Divorced,Sales,White,Female,United-States,1
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,1
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
50-54,Private,Divorced,Exec-managerial,White,Female,United-States,0
55-59,Private,Divorced,Exec-managerial,White,Female,North America,1
55-59,Private,Divorced,Exec-managerial,White,Female,North America,0
55-59,Private,Divorced,Exec-managerial,White,Female,North America,1
55-59,Private,Divorced,Exec-managerial,White,Female,North America,0
55-59,Private,Divorced,Exec-managerial,White,Female,North America,0
55-59,Private,Divorced,Exec-managerial,White,Female,North America,0
50-59,Private,Divorced,Nontechnical,White,Female,Europe,0
50-59,Private,Divorced,Nontechnical,White,Female,Europe,0
50-59,Private,Divorced,Nontechnical,White,Female,Europe,0
50-59,Private,Divorced,Nontechnical,White,Female,Europe,1
50-59,Private,Divorced,Nontechnical,White,Female,Europe,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Nontechnical,White,Female,United-States,0
50-59,Self-emp-not-inc,Divorced,Sales,White,Female,United-States,0
50-59,Self-emp-not-inc,Divorced,Sales,White,Female,United-States,0
50-59,Self-emp-not-inc,Divorced,Sales,White,Female,United-States,0
40-59,Self-emp-inc,Divorced,Nontechnical,White,Female,*,0
40-59,Self-emp-inc,Divorced,Nontechnical,White,Female,*,0
40-59,Self-emp-inc,Divorced,Nontechnical,White,Female,*,0
40-59,Self-emp-inc,Divorced,Nontechnical,White,Female,*,0
40-59,Self-emp-inc,Divorced,Nontechnical,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
45-49,Private,Divorced,Sales,White,Female,*,0
40-49,Private,Divorced,Exec-managerial,White,Female,*,0
40-49,Private,Divorced,Exec-managerial,White,Female,*,0
40-49,Private,Divorced,Exec-managerial,White,Female,*,0
40-49,Private,Divorced,Exec-managerial,White,Female,*,0
45,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
45,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
45,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
45-49,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
45-49,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
45-49,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
45-49,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
50-54,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
50-54,Non-Government,Divorced,Nontechnical,White,Female,United-States,0
50-54,Non-Government,Divorced,Nontechnical,White,Female,United-States,1
40-59,Non-Government,Divorced,Sales,White,Female,United-States,1
40-59,Non-Government,Divorced,Sales,White,Female,United-States,1
40-59,Non-Government,Divorced,Sales,White,Female,United-States,0
40-59,Non-Government,Divorced,Sales,White,Female,United-States,0
40-59,Non-Government,Divorced,Sales,White,Female,United-States,0
40-59,Non-Government,Divorced,Sales,White,Female,United-States,0
40-59,Non-Government,Divorced,Sales,White,Female,United-States,1
40-59,Non-Government,Divorced,Sales,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Self-emp-not-inc,Divorced,Exec-managerial,White,Female,United-States,1
40-59,Self-emp-not-inc,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Self-emp-not-inc,Divorced,Exec-managerial,White,Female,United-States,0
40-59,Private,Never-married,Sales,White,Female,United-States,0
40-59,Private,Never-married,Sales,White,Female,United-States,1
40-59,Private,Never-married,Sales,White,Female,United-States,0
40-49,Private,Never-married,Exec-managerial,White,Female,United-States,1
40-49,Private,Never-married,Exec-managerial,White,Female,United-States,0
40-49,Private,Never-married,Exec-managerial,White,Female,United-States,0
40-49,Private,Never-married,Exec-managerial,White,Female,United-States,0
40-44,Private,Never-married,Exec-managerial,White,Female,United-States,0
40-44,Private,Never-married,Exec-managerial,White,Female,United-States,1
40-44,Private,Never-married,Exec-managerial,White,Female,United-States,0
45-49,Private,Never-married,Exec-managerial,White,Female,*,0
45-49,Private,Never-married,Exec-managerial,White,Female,*,1
45-49,Private,Never-married,Exec-managerial,White,Female,*,0
50-59,Private,Never-married,Exec-managerial,White,Female,United-States,1
50-59,Private,Never-married,Exec-managerial,White,Female,United-States,0
50-59,Private,Never-married,Exec-managerial,White,Female,United-States,1
50-54,Private,Never-married,Exec-managerial,White,Female,United-States,0
50-54,Private,Never-married,Exec-managerial,White,Female,United-States,1
50-54,Private,Never-married,Exec-managerial,White,Female,United-States,0
40-44,Self-emp-not-inc,Never-married,Sales,White,Female,United-States,0
40-44,Self-emp-not-inc,Never-married,Sales,White,Female,United-States,0
40-44,Self-emp-not-inc,Never-married,Sales,White,Female,United-States,0
40-59,Self-emp-not-inc,Never-married,Exec-managerial,White,Female,United-States,0
40-59,Self-emp-not-inc,Never-married,Exec-managerial,White,Female,United-States,0
40-59,Self-emp-not-inc,Never-married,Exec-managerial,White,Female,United-States,0
40-59,Non-Government,Never-married,Sales,White,Female,United-States,0
40-59,Non-Government,Never-married,Sales,White,Female,United-States,0
40-59,Non-Government,Never-married,Sales,White,Female,United-States,0
40-59,Private,Never-married,Exec-managerial,White,Female,*,0
40-59,Private,Never-married,Exec-managerial,White,Female,*,0
40-59,Private,Never-married,Exec-managerial,White,Female,*,0
40-59,Private,Never-married,Exec-managerial,White,Female,*,0
40-59,Private,Never-married,Exec-managerial,White,Female,*,0
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,1
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,0
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,0
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,0
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,1
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,0
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,1
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,0
40-59,Non-Government,Never-married,Nontechnical,White,Female,United-States,0
40-49,Non-Government,Separated,Sales,White,Female,United-States,0
40-49,Non-Government,Separated,Sales,White,Female,United-States,0
40-49,Non-Government,Separated,Sales,White,Female,United-States,0
40-49,Non-Government,Separated,Sales,White,Female,United-States,0
40-49,Non-Government,Separated,Sales,White,Female,United-States,0
